product_ID,product_type,product_name,psize,colour,invoice_no,customer_id,gender,age,quantity,price,payment_method,invoice_date,shopping_mall,clickstream_data,,Label
10.42.0.211-111.206.25.159-58991-80-6,Shirt,Mandarin Collar,XL,blue,I297539,C277924,Male,65,3,15.69,Credit Card,07-08-21,Mall of Istanbul,"A blue coloured, XL sized, Mandarin Collar Shirt",,1
10.42.0.211-104.192.110.245-38593-443-6,Shirt,Mandarin Collar,XS,indigo,I339496,C286466,Male,30,1,300.08,Debit Card,25-05-21,Metropol AVM,"A indigo coloured, XS sized, Mandarin Collar Shirt",,1
10.42.0.151-10.42.0.1-11054-53-17,Shirt,Mandarin Collar,S,indigo,I160687,C327001,Female,50,2,600.16,Debit Card,12-07-22,Istinye Park,"A indigo coloured, S sized, Mandarin Collar Shirt",,1
172.217.10.10-10.42.0.42-443-53910-6,Shirt,Mandarin Collar,M,indigo,I153842,C509924,Female,19,3,15.69,Credit Card,14-09-22,Forum Istanbul,"A indigo coloured, M sized, Mandarin Collar Shirt",,1
162.208.22.39-10.42.0.211-443-56817-6,Shirt,Mandarin Collar,L,indigo,I615452,C453635,Male,26,1,600.17,Debit Card,06-03-22,Metrocity,"A indigo coloured, L sized, Mandarin Collar Shirt",,1
182.22.31.252-10.42.0.211-443-54135-6,Shirt,Mandarin Collar,XL,indigo,I908600,C259539,Female,54,4,162.64,Credit Card,23-02-23,Forum Istanbul,"A indigo coloured, XL sized, Mandarin Collar Shirt",,1
10.42.0.151-10.42.0.1-29037-53-17,Shirt,Mandarin Collar,XS,violet,I708279,C729392,Female,63,3,121.98,Credit Card,25-06-21,Emaar Square Mall,"A violet coloured, XS sized, Mandarin Collar Shirt",,1
10.42.0.211-104.88.106.16-41251-80-6,Shirt,Mandarin Collar,S,violet,I328691,C280085,Female,66,2,600.16,Debit Card,31-07-22,Metrocity,"A violet coloured, S sized, Mandarin Collar Shirt",,1
10.42.0.211-54.192.38.154-53346-443-6,Shirt,Mandarin Collar,M,violet,I423782,C767634,Female,48,2,81.32,Debit Card,08-04-21,Mall of Istanbul,"A violet coloured, M sized, Mandarin Collar Shirt",,1
172.217.10.46-10.42.0.151-443-48149-6,Shirt,Mandarin Collar,L,violet,I123315,C230018,Male,46,2,600.16,Debit Card,01-04-21,Zorlu Center,"A violet coloured, L sized, Mandarin Collar Shirt",,1
172.217.12.205-10.42.0.42-443-42910-6,Shirt,Mandarin Collar,XL,violet,I182578,C238063,Male,54,4,2400.68,Cash,13-02-22,Kanyon,"A violet coloured, XL sized, Mandarin Collar Shirt",,1
10.42.0.151-52.84.142.16-45475-443-6,Shirt,Henley,XS,red,I403818,C308584,Male,62,5,75.75,Cash,15-06-22,Viaport Outlet,"A red coloured, XS sized, Henley Shirt",,1
10.42.0.211-52.84.29.55-45336-443-6,Shirt,Henley,S,red,I508712,C216619,Female,64,3,107.52,Credit Card,19-07-22,Mall of Istanbul,"A red coloured, S sized, Henley Shirt",,1
10.42.0.42-74.119.119.68-33361-443-6,Shirt,Henley,M,red,I959992,C241523,Male,55,3,15.69,Cash,01-07-22,Metrocity,"A red coloured, M sized, Henley Shirt",,1
10.42.0.211-10.42.0.1-32642-53-17,Shirt,Henley,L,red,I279688,C209761,Female,20,1,300.08,Credit Card,19-06-21,Cevahir AVM,"A red coloured, L sized, Henley Shirt",,1
180.76.147.97-10.42.0.42-80-34854-6,Shirt,Henley,XL,red,I300847,C329153,Male,41,5,179.2,Credit Card,11-01-22,Istinye Park,"A red coloured, XL sized, Henley Shirt",,1
172.217.10.110-10.42.0.151-443-38465-6,Shirt,Henley,XS,orange,I170966,C126702,Male,54,5,26.15,Credit Card,05-12-22,Istinye Park,"A orange coloured, XS sized, Henley Shirt",,1
172.217.10.66-10.42.0.151-443-36895-6,Shirt,Henley,S,orange,I230221,C287787,Male,34,1,300.08,Cash,21-04-21,Metropol AVM,"A orange coloured, S sized, Henley Shirt",,1
10.42.0.211-10.42.0.1-46499-53-17,Shirt,Henley,M,orange,I317354,C142943,Female,31,1,300.08,Cash,10-11-21,Metropol AVM,"A orange coloured, M sized, Henley Shirt",,1
198.11.132.53-10.42.0.211-443-57572-6,Shirt,Henley,L,orange,I155404,C100484,Male,48,4,143.36,Cash,19-09-22,Metrocity,"A orange coloured, L sized, Henley Shirt",,1
10.42.0.151-121.12.98.63-45071-80-6,Shirt,Henley,XL,orange,I151181,C260213,Female,44,2,600.16,Debit Card,18-01-21,Emaar Square Mall,"A orange coloured, XL sized, Henley Shirt",,1
10.42.0.151-47.88.68.21-42277-443-6,Shirt,Henley,XS,yellow,I144046,C210589,Female,42,1,600.17,Credit Card,21-04-22,Kanyon,"A yellow coloured, XS sized, Henley Shirt",,1
172.217.9.238-10.42.0.151-443-34171-6,Shirt,Henley,S,yellow,I959386,C885556,Male,25,1,600.17,Credit Card,25-11-22,Mall of Istanbul,"A yellow coloured, S sized, Henley Shirt",,1
173.170.77.98-10.42.0.151-17398-43477-17,Shirt,Henley,M,yellow,I737965,C944366,Male,64,5,1500.4,Cash,09-11-22,Kanyon,"A yellow coloured, M sized, Henley Shirt",,1
172.217.7.227-10.42.0.42-443-44292-6,Shirt,Henley,L,yellow,I194017,C462011,Female,67,5,5250,Cash,03-01-22,Kanyon,"A yellow coloured, L sized, Henley Shirt",,1
172.217.10.238-10.42.0.42-443-58338-6,Shirt,Henley,XL,yellow,I252777,C262366,Female,55,2,600.16,Cash,19-02-22,Zorlu Center,"A yellow coloured, XL sized, Henley Shirt",,0
10.42.0.211-31.13.80.52-37932-443-6,Shirt,Henley,XS,green,I254142,C212400,Female,62,3,1800.51,Credit Card,15-12-22,Emaar Square Mall,"A green coloured, XS sized, Henley Shirt",,1
10.42.0.151-58.63.236.212-49025-443-6,Shirt,Henley,S,green,I120850,C204307,Female,54,2,600.16,Credit Card,08-11-21,Metrocity,"A green coloured, S sized, Henley Shirt",,1
172.217.10.131-10.42.0.42-443-46326-6,Shirt,Henley,M,green,I220285,C162871,Female,43,4,20.92,Credit Card,01-05-22,Kanyon,"A green coloured, M sized, Henley Shirt",,1
140.205.61.85-10.42.0.211-443-55720-6,Shirt,Henley,L,green,I180980,C119825,Female,30,2,600.16,Cash,14-04-21,Forum Istanbul,"A green coloured, L sized, Henley Shirt",,1
10.42.0.211-10.42.0.1-30528-53-17,Shirt,Henley,XL,green,I301451,C260171,Female,58,5,203.3,Debit Card,28-06-21,Kanyon,"A green coloured, XL sized, Henley Shirt",,1
172.217.6.202-10.42.0.42-443-49438-6,Shirt,Henley,XS,blue,I125700,C244973,Male,49,5,3000.85,Credit Card,10-06-22,Forum Istanbul,"A blue coloured, XS sized, Henley Shirt",,1
173.222.142.156-10.42.0.211-443-55024-6,Shirt,Henley,S,blue,I533062,C208765,Female,49,3,900.24,Cash,12-05-22,Mall of Istanbul,"A blue coloured, S sized, Henley Shirt",,1
10.42.0.42-42.236.125.112-48504-80-6,Shirt,Henley,M,blue,I998874,C321053,Female,19,5,1500.4,Debit Card,27-12-22,Mall of Istanbul,"A blue coloured, M sized, Henley Shirt",,1
10.42.0.42-13.107.3.128-51560-443-6,Shirt,Henley,L,blue,I325619,C183356,Female,58,1,5.23,Debit Card,16-08-21,Kanyon,"A blue coloured, L sized, Henley Shirt",,1
172.217.6.202-10.42.0.151-443-38436-6,Shirt,Henley,XL,blue,I200646,C155763,Female,49,2,10.46,Credit Card,05-03-21,Kanyon,"A blue coloured, XL sized, Henley Shirt",,1
10.42.0.211-98.139.183.24-50061-443-6,Shirt,Henley,XS,indigo,I337094,C567509,Female,50,1,1050,Cash,09-02-23,Zorlu Center,"A indigo coloured, XS sized, Henley Shirt",,1
10.42.0.211-104.119.40.238-35558-443-6,Shirt,Henley,S,indigo,I436935,C486241,Female,21,4,162.64,Cash,26-02-23,Istinye Park,"A indigo coloured, S sized, Henley Shirt",,1
10.42.0.1-10.42.0.42-53-15816-17,Shirt,Henley,M,indigo,I585560,C306892,Male,21,2,1200.34,Cash,17-02-23,Mall of Istanbul,"A indigo coloured, M sized, Henley Shirt",,1
172.217.12.202-10.42.0.151-443-57480-6,Shirt,Henley,L,indigo,I191967,C266819,Male,63,5,203.3,Credit Card,08-08-22,Kanyon,"A indigo coloured, L sized, Henley Shirt",,1
172.217.12.162-10.42.0.211-443-37840-6,Shirt,Henley,XL,indigo,I304567,C317897,Male,30,2,23.46,Credit Card,08-03-23,Forum Istanbul,"A indigo coloured, XL sized, Henley Shirt",,1
10.42.0.211-10.42.0.1-57436-53-17,Shirt,Henley,XS,violet,I232809,C545424,Male,66,5,3000.85,Credit Card,02-10-21,Metrocity,"A violet coloured, XS sized, Henley Shirt",,1
219.142.78.162-10.42.0.211-80-49169-6,Shirt,Henley,S,violet,I157441,C224223,Female,23,4,20.92,Cash,22-12-21,Mall of Istanbul,"A violet coloured, S sized, Henley Shirt",,1
172.217.10.234-10.42.0.42-443-55741-6,Shirt,Henley,M,violet,I591015,C286181,Female,69,1,300.08,Cash,12-09-21,Metrocity,"A violet coloured, M sized, Henley Shirt",,1
172.217.10.227-10.42.0.151-443-35384-6,Shirt,Henley,L,violet,I219334,C144371,Female,45,4,2400.68,Credit Card,23-03-22,Kanyon,"A violet coloured, L sized, Henley Shirt",,1
203.205.158.63-10.42.0.151-80-36742-6,Shirt,Henley,XL,violet,I162719,C402433,Male,53,5,1500.4,Credit Card,11-12-21,Emaar Square Mall,"A violet coloured, XL sized, Henley Shirt",,1
10.42.0.151-36.110.210.167-50943-80-6,Shirt,Casual Slim Fit,XS,red,I237375,C297425,Female,50,1,15.15,Cash,29-12-22,Istinye Park,"A red coloured, XS sized, Casual Slim Fit Shirt",,1
10.42.0.211-27.221.28.204-35675-80-6,Shirt,Casual Slim Fit,S,red,I289611,C222906,Female,45,3,900.24,Debit Card,08-03-23,Cevahir AVM,"A red coloured, S sized, Casual Slim Fit Shirt",,1
182.22.24.252-10.42.0.151-443-38591-6,Shirt,Casual Slim Fit,M,red,I217650,C236397,Female,47,3,15.69,Debit Card,10-02-21,Forum Istanbul,"A red coloured, M sized, Casual Slim Fit Shirt",,1
10.42.0.211-115.239.210.141-54372-443-6,Shirt,Casual Slim Fit,L,red,I214129,C309079,Female,36,1,300.08,Debit Card,10-05-21,Metrocity,"A red coloured, L sized, Casual Slim Fit Shirt",,1
172.217.10.104-10.42.0.211-443-53162-6,Shirt,Casual Slim Fit,XL,red,I300799,C116633,Female,61,3,15.69,Cash,06-03-22,Metropol AVM,"A red coloured, XL sized, Casual Slim Fit Shirt",,1
172.217.12.202-10.42.0.211-443-50637-6,Shirt,Casual Slim Fit,XS,orange,I163771,C259606,Female,46,4,143.36,Credit Card,29-03-21,Mall of Istanbul,"A orange coloured, XS sized, Casual Slim Fit Shirt",,1
10.42.0.1-10.42.0.42-53-21229-17,Shirt,Casual Slim Fit,S,orange,I252528,C333065,Male,47,5,5250,Debit Card,04-10-22,Cevahir AVM,"A orange coloured, S sized, Casual Slim Fit Shirt",,1
10.42.0.42-121.12.98.63-52357-80-6,Shirt,Casual Slim Fit,M,orange,I147387,C211494,Female,38,5,1500.4,Cash,04-11-21,Mall of Istanbul,"A orange coloured, M sized, Casual Slim Fit Shirt",,1
172.217.17.99-10.42.0.42-443-52858-6,Shirt,Casual Slim Fit,L,orange,I186255,C302831,Female,41,1,300.08,Credit Card,08-11-22,Kanyon,"A orange coloured, L sized, Casual Slim Fit Shirt",,1
10.42.0.211-72.30.3.43-47743-443-6,Shirt,Casual Slim Fit,XL,orange,I308341,C282397,Male,29,4,1200.32,Cash,17-05-21,Istinye Park,"A orange coloured, XL sized, Casual Slim Fit Shirt",,1
172.217.7.10-10.42.0.211-443-55971-6,Shirt,Casual Slim Fit,XS,yellow,I177664,C233697,Female,58,3,121.98,Credit Card,16-06-22,Kanyon,"A yellow coloured, XS sized, Casual Slim Fit Shirt",,1
172.217.10.131-10.42.0.42-443-41852-6,Shirt,Casual Slim Fit,S,yellow,I278519,C129976,Male,69,3,3150,Debit Card,24-09-22,Cevahir AVM,"A yellow coloured, S sized, Casual Slim Fit Shirt",,1
10.42.0.211-121.12.98.64-56581-80-6,Shirt,Casual Slim Fit,M,yellow,I160636,C812053,Female,53,4,162.64,Cash,04-04-22,Metropol AVM,"A yellow coloured, M sized, Casual Slim Fit Shirt",,1
10.42.0.211-54.225.183.207-38335-443-6,Shirt,Casual Slim Fit,L,yellow,I306136,C324783,Male,26,1,5.23,Cash,18-10-22,Metrocity,"A yellow coloured, L sized, Casual Slim Fit Shirt",,1
10.42.0.211-111.206.25.159-38861-80-6,Shirt,Casual Slim Fit,XL,yellow,I240224,C281502,Male,53,1,5.23,Cash,16-10-21,Mall of Istanbul,"A yellow coloured, XL sized, Casual Slim Fit Shirt",,1
10.42.0.211-59.38.112.48-45209-443-6,Shirt,Casual Slim Fit,XS,green,I227030,C433234,Female,63,4,1200.32,Credit Card,17-05-21,Istinye Park,"A green coloured, XS sized, Casual Slim Fit Shirt",,1
10.42.0.211-66.198.24.250-58789-80-6,Shirt,Casual Slim Fit,S,green,I258204,C167183,Female,54,1,300.08,Credit Card,03-02-23,Emaar Square Mall,"A green coloured, S sized, Casual Slim Fit Shirt",,1
172.217.6.202-10.42.0.211-443-37661-6,Shirt,Casual Slim Fit,M,green,I231070,C311195,Female,54,5,1500.4,Debit Card,15-11-22,Forum Istanbul,"A green coloured, M sized, Casual Slim Fit Shirt",,1
202.77.129.150-10.42.0.211-80-40556-6,Shirt,Casual Slim Fit,L,green,I434983,C107399,Male,45,2,23.46,Credit Card,29-07-21,Istinye Park,"A green coloured, L sized, Casual Slim Fit Shirt",,1
172.217.12.174-10.42.0.211-443-55238-6,Shirt,Casual Slim Fit,XL,green,I326925,C992967,Female,62,4,143.36,Credit Card,17-07-21,Kanyon,"A green coloured, XL sized, Casual Slim Fit Shirt",,1
10.42.0.211-23.217.155.120-55428-80-6,Shirt,Casual Slim Fit,XS,blue,I183840,C246719,Female,18,1,300.08,Credit Card,08-03-22,Viaport Outlet,"A blue coloured, XS sized, Casual Slim Fit Shirt",,1
10.42.0.211-10.42.0.1-41580-53-17,Shirt,Casual Slim Fit,S,blue,I533184,C220859,Female,44,5,3000.85,Credit Card,22-09-22,Zorlu Center,"A blue coloured, S sized, Casual Slim Fit Shirt",,1
172.217.6.238-10.42.0.211-80-39621-6,Shirt,Casual Slim Fit,M,blue,I735039,C285422,Male,50,1,300.08,Cash,01-08-22,Metropol AVM,"A blue coloured, M sized, Casual Slim Fit Shirt",,1
172.217.2.106-10.42.0.211-443-59370-6,Shirt,Casual Slim Fit,L,blue,I319997,C217049,Male,31,5,1500.4,Credit Card,03-04-21,Istinye Park,"A blue coloured, L sized, Casual Slim Fit Shirt",,1
10.42.0.211-106.11.92.14-33662-443-6,Shirt,Casual Slim Fit,XL,blue,I228150,C141094,Male,62,5,1500.4,Cash,21-11-21,Zorlu Center,"A blue coloured, XL sized, Casual Slim Fit Shirt",,1
10.42.0.211-10.42.0.1-14594-53-17,Shirt,Casual Slim Fit,XS,indigo,I215373,C310628,Female,20,5,1500.4,Debit Card,17-09-21,Kanyon,"A indigo coloured, XS sized, Casual Slim Fit Shirt",,1
140.205.134.25-10.42.0.211-443-37380-6,Shirt,Casual Slim Fit,S,indigo,I275695,C297711,Female,65,5,75.75,Cash,09-08-22,Mall of Istanbul,"A indigo coloured, S sized, Casual Slim Fit Shirt",,1
10.42.0.211-115.239.210.141-43628-80-6,Shirt,Casual Slim Fit,M,indigo,I107255,C211354,Female,63,1,11.73,Cash,08-09-21,Metrocity,"A indigo coloured, M sized, Casual Slim Fit Shirt",,1
180.149.153.68-10.42.0.211-80-55093-6,Shirt,Casual Slim Fit,L,indigo,I301538,C281864,Female,57,4,20.92,Cash,08-10-21,Mall of Istanbul,"A indigo coloured, L sized, Casual Slim Fit Shirt",,1
192.229.173.173-10.42.0.211-80-50465-6,Shirt,Casual Slim Fit,XL,indigo,I119469,C234177,Female,59,1,300.08,Debit Card,03-03-21,Metropol AVM,"A indigo coloured, XL sized, Casual Slim Fit Shirt",,1
172.217.9.228-10.42.0.211-443-38352-6,Shirt,Casual Slim Fit,XS,violet,I678313,C335822,Female,44,4,1200.32,Debit Card,26-12-21,Zorlu Center,"A violet coloured, XS sized, Casual Slim Fit Shirt",,1
172.217.10.227-10.42.0.151-443-34972-6,Shirt,Casual Slim Fit,S,violet,I264491,C107261,Female,63,5,203.3,Credit Card,13-02-23,Metropol AVM,"A violet coloured, S sized, Casual Slim Fit Shirt",,1
180.76.171.199-10.42.0.42-80-34883-6,Shirt,Casual Slim Fit,M,violet,I177957,C653357,Male,65,4,1200.32,Cash,04-07-21,Cevahir AVM,"A violet coloured, M sized, Casual Slim Fit Shirt",,0
182.22.120.246-10.42.0.211-443-50249-6,Shirt,Casual Slim Fit,L,violet,I188384,C327084,Female,68,1,300.08,Cash,26-01-21,Istinye Park,"A violet coloured, L sized, Casual Slim Fit Shirt",,1
198.11.132.221-10.42.0.211-443-49722-6,Shirt,Casual Slim Fit,XL,violet,I527111,C218706,Female,21,2,10.46,Debit Card,05-10-22,Metropol AVM,"A violet coloured, XL sized, Casual Slim Fit Shirt",,1
10.42.0.151-10.42.0.1-32525-53-17,Jacket,Denim,XS,red,I152252,C321931,Female,33,5,75.75,Credit Card,05-04-21,Mall of Istanbul,"A red coloured, XS sized, Denim Jacket",,0
172.217.10.74-10.42.0.151-443-48736-6,Jacket,Denim,S,red,I131076,C403983,Female,23,2,23.46,Cash,27-03-21,Metrocity,"A red coloured, S sized, Denim Jacket",,0
10.42.0.211-10.42.0.1-17007-53-17,Jacket,Denim,M,red,I151031,C137912,Female,49,5,58.65,Cash,21-11-22,Mall of Istanbul,"A red coloured, M sized, Denim Jacket",,1
10.42.0.211-64.71.142.95-38518-443-6,Jacket,Denim,L,red,I638444,C229733,Male,57,2,1200.34,Credit Card,21-02-22,Metropol AVM,"A red coloured, L sized, Denim Jacket",,0
180.149.138.197-10.42.0.151-80-48026-6,Jacket,Denim,XL,red,I884439,C304835,Female,54,4,143.36,Credit Card,22-08-22,Kanyon,"A red coloured, XL sized, Denim Jacket",,1
10.42.0.211-104.193.88.109-42054-80-6,Jacket,Denim,XS,orange,I381853,C124933,Female,41,3,121.98,Credit Card,06-12-22,Emaar Square Mall,"A orange coloured, XS sized, Denim Jacket",,1
10.42.0.211-10.42.0.1-51523-53-17,Jacket,Denim,S,orange,I104404,C111115,Female,21,3,1800.51,Cash,25-03-21,Kanyon,"A orange coloured, S sized, Denim Jacket",,0
172.217.12.138-10.42.0.151-443-45575-6,Jacket,Denim,M,orange,I926542,C248988,Female,45,1,35.84,Debit Card,05-03-21,Kanyon,"A orange coloured, M sized, Denim Jacket",,1
10.42.0.211-47.89.69.237-35892-443-6,Jacket,Denim,L,orange,I263473,C162574,Female,58,3,1800.51,Credit Card,02-08-21,Kanyon,"A orange coloured, L sized, Denim Jacket",,1
10.42.0.151-104.254.66.16-50166-80-6,Jacket,Denim,XL,orange,I177317,C331880,Male,53,4,20.92,Cash,16-04-21,Mall of Istanbul,"A orange coloured, XL sized, Denim Jacket",,1
10.42.0.211-77.234.41.79-36599-443-6,Jacket,Denim,XS,yellow,I941223,C291911,Female,53,5,1500.4,Credit Card,03-02-23,Emaar Square Mall,"A yellow coloured, XS sized, Denim Jacket",,1
10.42.0.1-10.42.0.42-53-48105-17,Jacket,Denim,S,yellow,I323436,C153958,Male,39,5,26.15,Debit Card,06-05-22,Kanyon,"A yellow coloured, S sized, Denim Jacket",,0
216.58.219.226-10.42.0.151-443-60409-6,Jacket,Denim,M,yellow,I245250,C125209,Female,21,1,600.17,Cash,05-02-22,Mall of Istanbul,"A yellow coloured, M sized, Denim Jacket",,1
10.42.0.151-123.125.29.138-33679-443-6,Jacket,Denim,L,yellow,I589196,C320640,Female,51,1,35.84,Credit Card,01-12-22,Mall of Istanbul,"A yellow coloured, L sized, Denim Jacket",,1
10.42.0.211-121.14.255.100-41772-80-6,Jacket,Denim,XL,yellow,I241028,C803666,Male,50,2,600.16,Debit Card,16-12-21,Emaar Square Mall,"A yellow coloured, XL sized, Denim Jacket",,0
10.42.0.42-52.84.29.55-46478-443-6,Jacket,Denim,XS,green,I846943,C134691,Female,50,4,162.64,Cash,06-01-23,Mall of Istanbul,"A green coloured, XS sized, Denim Jacket",,0
10.42.0.211-10.42.0.1-5420-53-17,Jacket,Denim,S,green,I131492,C729802,Male,61,3,15.69,Cash,08-12-21,Kanyon,"A green coloured, S sized, Denim Jacket",,1
10.42.0.151-10.42.0.1-2009-53-17,Jacket,Denim,M,green,I252340,C252250,Male,44,5,26.15,Credit Card,23-02-21,Mall of Istanbul,"A green coloured, M sized, Denim Jacket",,1
172.217.10.99-10.42.0.211-443-36148-6,Jacket,Denim,L,green,I571614,C208545,Female,31,4,46.92,Debit Card,07-01-22,Istinye Park,"A green coloured, L sized, Denim Jacket",,1
10.42.0.42-123.125.115.164-60861-443-6,Jacket,Denim,XL,green,I269945,C310975,Male,64,1,5.23,Credit Card,14-02-22,Kanyon,"A green coloured, XL sized, Denim Jacket",,0
172.217.6.200-10.42.0.211-443-41694-6,Jacket,Denim,XS,blue,I293115,C109758,Male,50,2,600.16,Credit Card,20-05-22,Viaport Outlet,"A blue coloured, XS sized, Denim Jacket",,1
10.42.0.151-121.12.98.64-59149-80-6,Jacket,Denim,S,blue,I180632,C214463,Male,45,1,300.08,Credit Card,15-10-21,Istinye Park,"A blue coloured, S sized, Denim Jacket",,1
10.42.0.151-66.198.24.253-48778-443-6,Jacket,Denim,M,blue,I946433,C387164,Female,29,4,4200,Debit Card,02-02-23,Kanyon,"A blue coloured, M sized, Denim Jacket",,1
10.42.0.211-115.239.210.141-38378-80-6,Jacket,Denim,L,blue,I557864,C135196,Female,33,1,300.08,Cash,09-11-21,Mall of Istanbul,"A blue coloured, L sized, Denim Jacket",,1
10.42.0.151-125.56.239.180-54960-80-6,Jacket,Denim,XL,blue,I721903,C284031,Male,29,2,10.46,Cash,09-01-23,Mall of Istanbul,"A blue coloured, XL sized, Denim Jacket",,1
10.42.0.42-62.138.0.117-60296-80-6,Jacket,Denim,XS,indigo,I995914,C259260,Male,65,3,3150,Credit Card,22-11-21,Metrocity,"A indigo coloured, XS sized, Denim Jacket",,1
172.217.10.42-10.42.0.42-443-39350-6,Jacket,Denim,S,indigo,I423124,C109593,Female,66,1,300.08,Cash,07-01-23,Metrocity,"A indigo coloured, S sized, Denim Jacket",,1
10.42.0.42-119.146.74.48-55131-80-6,Jacket,Denim,M,indigo,I318626,C270238,Male,54,3,121.98,Credit Card,23-09-22,Istinye Park,"A indigo coloured, M sized, Denim Jacket",,1
169.45.238.51-10.42.0.211-5222-60380-6,Jacket,Denim,L,indigo,I284431,C308978,Male,44,4,4200,Credit Card,24-06-22,Metropol AVM,"A indigo coloured, L sized, Denim Jacket",,1
10.42.0.151-10.42.0.1-9559-53-17,Jacket,Denim,XL,indigo,I334469,C221607,Male,46,5,179.2,Cash,04-07-21,Kanyon,"A indigo coloured, XL sized, Denim Jacket",,1
172.217.12.130-10.42.0.211-443-35118-6,Jacket,Denim,XS,violet,I568785,C115148,Male,37,5,26.15,Cash,23-08-21,Metropol AVM,"A violet coloured, XS sized, Denim Jacket",,1
10.42.0.211-66.198.24.224-56208-443-6,Jacket,Denim,S,violet,I307376,C253248,Female,22,5,26.15,Credit Card,11-08-22,Metrocity,"A violet coloured, S sized, Denim Jacket",,1
208.185.50.35-10.42.0.151-443-50712-6,Jacket,Denim,M,violet,I136509,C290760,Female,55,4,162.64,Cash,02-08-21,Mall of Istanbul,"A violet coloured, M sized, Denim Jacket",,1
10.42.0.1-10.42.0.42-53-37422-17,Jacket,Denim,L,violet,I194798,C258089,Male,41,2,2100,Cash,07-07-22,Mall of Istanbul,"A violet coloured, L sized, Denim Jacket",,0
10.42.0.42-104.244.42.65-49531-443-6,Jacket,Denim,XL,violet,I236520,C222102,Male,42,3,107.52,Credit Card,13-02-22,Viaport Outlet,"A violet coloured, XL sized, Denim Jacket",,1
10.42.0.211-66.198.178.88-41767-443-6,Jacket,Puffer,XS,red,I295482,C209440,Male,24,3,1800.51,Credit Card,17-10-22,Zorlu Center,"A red coloured, XS sized, Puffer Jacket",,0
169.54.33.161-10.42.0.151-443-46557-6,Jacket,Puffer,S,red,I472275,C203263,Female,43,4,162.64,Cash,14-11-22,Metrocity,"A red coloured, S sized, Puffer Jacket",,1
172.217.9.238-10.42.0.151-443-56667-6,Jacket,Puffer,M,red,I301404,C232103,Male,40,3,900.24,Credit Card,24-03-21,Cevahir AVM,"A red coloured, M sized, Puffer Jacket",,1
10.42.0.151-23.51.51.20-57703-443-6,Jacket,Puffer,L,red,I100487,C213360,Female,22,4,162.64,Cash,19-02-21,Kanyon,"A red coloured, L sized, Puffer Jacket",,1
172.217.10.234-10.42.0.42-443-53340-6,Jacket,Puffer,XL,red,I206026,C225105,Female,27,1,15.15,Cash,12-11-22,Forum Istanbul,"A red coloured, XL sized, Puffer Jacket",,0
10.42.0.211-40.69.219.199-50315-443-6,Jacket,Puffer,XS,orange,I332620,C158124,Female,68,2,81.32,Credit Card,13-04-21,Mall of Istanbul,"A orange coloured, XS sized, Puffer Jacket",,1
172.217.9.226-10.42.0.42-443-60400-6,Jacket,Puffer,S,orange,I434161,C246484,Female,48,2,600.16,Credit Card,03-05-21,Metropol AVM,"A orange coloured, S sized, Puffer Jacket",,1
172.217.10.46-10.42.0.151-443-44225-6,Jacket,Puffer,M,orange,I166306,C197019,Female,56,3,900.24,Cash,24-04-22,Viaport Outlet,"A orange coloured, M sized, Puffer Jacket",,1
10.42.0.151-119.146.74.31-39338-443-6,Jacket,Puffer,L,orange,I207389,C947114,Male,25,3,900.24,Debit Card,17-12-22,Kanyon,"A orange coloured, L sized, Puffer Jacket",,0
183.79.250.251-10.42.0.211-443-54390-6,Jacket,Puffer,XL,orange,I237018,C115431,Male,30,4,20.92,Cash,19-11-22,Mall of Istanbul,"A orange coloured, XL sized, Puffer Jacket",,1
10.42.0.211-10.42.0.1-21114-53-17,Jacket,Puffer,XS,yellow,I246114,C266394,Female,49,5,179.2,Credit Card,22-09-22,Metropol AVM,"A yellow coloured, XS sized, Puffer Jacket",,0
172.217.11.46-10.42.0.211-443-45817-6,Jacket,Puffer,S,yellow,I216889,C122371,Male,57,2,600.16,Credit Card,16-03-22,Mall of Istanbul,"A yellow coloured, S sized, Puffer Jacket",,1
172.217.10.33-10.42.0.211-443-41427-6,Jacket,Puffer,M,yellow,I137065,C736428,Female,46,4,20.92,Cash,01-01-22,Mall of Istanbul,"A yellow coloured, M sized, Puffer Jacket",,0
216.58.217.132-10.42.0.42-443-50402-6,Jacket,Puffer,L,yellow,I284262,C127339,Male,29,3,15.69,Cash,23-07-21,Kanyon,"A yellow coloured, L sized, Puffer Jacket",,1
10.42.0.151-10.42.0.1-13577-53-17,Jacket,Puffer,XL,yellow,I154122,C164662,Female,69,1,40.66,Debit Card,22-12-21,Metrocity,"A yellow coloured, XL sized, Puffer Jacket",,0
172.217.12.206-10.42.0.151-443-40428-17,Jacket,Puffer,XS,green,I950429,C248884,Female,42,2,81.32,Debit Card,09-03-22,Kanyon,"A green coloured, XS sized, Puffer Jacket",,1
172.217.7.164-10.42.0.211-443-51493-6,Jacket,Puffer,S,green,I499170,C100684,Female,38,1,35.84,Credit Card,20-02-22,Kanyon,"A green coloured, S sized, Puffer Jacket",,1
10.42.0.151-10.42.0.1-39739-53-17,Jacket,Puffer,M,green,I253083,C240688,Female,46,2,600.16,Debit Card,14-11-21,Metrocity,"A green coloured, M sized, Puffer Jacket",,1
